polling_place_name,lon,division,booth_info,premises,opening_hours,has_bbq,address,source,state,lat,has_nothing,has_caek,extra_info,polling_place_type,has_run_out,has_other,first_report,latest_report,stall_name,stall_description,stall_website
St Leo the Great Catholic Church,144.851358,Williamstown District,,Altona North,,TRUE, 387-389 Mason Street (access via Fourth Avenue) Altona North 55 C3,,VIC,-37.839232,FALSE,FALSE,,,,,,,,,
Newport Lakes Primary School,144.878646,Williamstown District,,Newport,,TRUE, Elizabeth Street Newport 55 H3,,VIC,-37.838225,FALSE,TRUE,,,,,,,,,
Seddon Uniting Church Hall,144.890076,Williamstown District,,Seddon,,FALSE, 71 Gamon Street Seddon 42 A7,,VIC,-37.809565,FALSE,FALSE,,,,,,,,,
Williamstown Primary School,144.89974,Williamstown District,,Williamstown South,,TRUE, 105 Cecil Street (access via Electra Street) Williamstown 56 C10,,VIC,-37.86381,FALSE,TRUE,,,,,,,,,
Lake Charm Hall,143.802389,Murray Plains District,,Lake Charm,,FALSE, 1893 Murray Valley Highway Lake Charm 20 E3,,VIC,-35.608936,FALSE,FALSE,,,,,,,,,
Swan Hill Primary School,143.54325,Murray Plains District,,Swan Hill West,,FALSE, 123 Gray Street Swan Hill 14 A7,,VIC,-35.34691,FALSE,FALSE,,,,,,,,,
Toomuc Valley Public Hall,145.462166,Gembrook District,,Toomuc Valley,,FALSE, 650 Leppitt Road Pakenham 213 K8,,VIC,-38.031983,FALSE,FALSE,,,,,,,,,
Lalbert Community Centre,143.377788,Murray Plains District,,Lalbert,,FALSE, Evelyn Street Lalbert 19 G4,,VIC,-35.671988,FALSE,FALSE,,,,,,,,,
Pakenham Hills Primary School,145.49599,Gembrook District,,Pakenham Hills,,TRUE, 15 Kennedy Road Pakenham 317 H4,,VIC,-38.06091,FALSE,FALSE,,,,,,,,,
Boort Resource and Information Centre (BRIC),143.726588,Murray Plains District,,Boort,,FALSE, 119-121 Godfrey Street Boort 29 E3,,VIC,-36.116397,FALSE,FALSE,,,,,,,,,
Bamawm Sports Centre Recreation Reserve,144.588815,Murray Plains District,,Bamawm,,FALSE, 714 Bamawm Hall Road Bamawm 31 B6,,VIC,-36.262751,FALSE,FALSE,,,,,,,,,
Bamawm Extension Public Hall,144.617489,Murray Plains District,,Bamawm Extension,,FALSE, corner Bamawm and Mitiamo Roads Bamawm 31 B5,,VIC,-36.200655,FALSE,FALSE,,,,,,,,,
Cockatoo Community Complex,145.491093,Gembrook District,,Cockatoo,,TRUE, 95 Pakenham Road Cockatoo 311 G6,,VIC,-37.936979,FALSE,FALSE,,,,,,,,,
Harkaway Primary School,145.3453,Gembrook District,,Harkaway,,TRUE, 65-67 King Road Harkaway 109 D11,,VIC,-38.00104,FALSE,FALSE,,,,,,,,,
Undera Primary School,145.21893,Murray Plains District,,Undera,,FALSE, 45 Anderson Street Undera 32 E6,,VIC,-36.27636,FALSE,FALSE,,,,,,,,,
Ky Valley Public Hall,145.006261,Murray Plains District,,Ky Valley,,FALSE, corner Scobie and Sinclair Roads Kyvalley 32 A6,,VIC,-36.283892,FALSE,FALSE,,,,,,,,,
Great Western Primary School,142.85173,Ripon District,,Great Western,,TRUE, Stephenson Street Great Western 56 F4,,VIC,-37.14851,FALSE,TRUE,,,,,,,,,
Bowenvale Public Hall,143.710209,Ripon District,,Bowenvale,,FALSE, Timor Road Bowenvale 43 D9,,VIC,-36.989369,FALSE,FALSE,,,,,,,,,
Ararat Senior Citizens Clubrooms,142.932456,Ripon District,,Ararat,,FALSE, High Street Ararat 554 E8,,VIC,-37.282921,FALSE,FALSE,,,,,,,,,
Beeripmo Development Centre,143.384176,Ripon District,,Beaufort,,FALSE, 1 Lawrence Street Beaufort 556 H9,,VIC,-37.42801,FALSE,FALSE,,,,,,,,,
Elmhurst Mechanics Hall,143.250439,Ripon District,,Elmhurst,,FALSE, High Street Elmhurst 57 E4,,VIC,-37.179875,FALSE,FALSE,,,,,,,,,
Litchfield Hall,142.847425,Ripon District,,Litchfield,,FALSE, 18 Main Street Litchfield 27 F6,,VIC,-36.298255,FALSE,FALSE,,,,,,,,,
Maryborough Town Hall,143.737048,Ripon District,,Maryborough,,FALSE, 71 Clarendon Street Maryborough 558 C7,,VIC,-37.046081,FALSE,FALSE,,,,,,,,,
Ascot Hall,143.798997,Ripon District,,Ascot,,FALSE, 47 Ascot Hall Road Ascot 58 E8,,VIC,-37.396016,FALSE,FALSE,,,,,,,,,
St Arnaud Town Hall,143.257505,Ripon District,,St Arnaud,,FALSE, 40 Napier Street St Arnaud 42 F3,,VIC,-36.615429,FALSE,FALSE,,,,,,,,,
Amphitheatre Mechanics Institute,143.399434,Ripon District,,Amphitheatre,,FALSE, 77 Bailey Street Amphitheatre 57 H4,,VIC,-37.182849,FALSE,FALSE,,,,,,,,,
Baxter Primary School,145.18075,Hastings District,,Baxter,,TRUE, 120 Grant Road Baxter 107 F5,,VIC,-38.199411,FALSE,TRUE,,,,,,,,,
15th Essendon Sea Scouts Hall,144.899221,Essendon District,,Ascot Vale West,,FALSE, 22 Woods Street Ascot Vale West 28 C9,,VIC,-37.771304,FALSE,FALSE,,,,,,,,,
Wingate Avenue Community Centre,144.919464,Essendon District,,Newmarket,,FALSE, 13A Wingate Avenue Ascot Vale 28 H10,,VIC,-37.779496,TRUE,FALSE,,,,,,,,,
Bet Anielewicz Centre,144.99374,Prahran District,,Balaclava,,TRUE, 214 Inkerman Street (access via Raglan Street) St Kilda East 2P J8,,VIC,-37.865493,FALSE,TRUE,,,,,,,,,
Geelong Grammar School - Toorak Campus,145.008399,Prahran District,,Toorak West,,TRUE, Douglas Street (access via Jackson Street) Toorak 2M E5,,VIC,-37.839853,FALSE,TRUE,,,,,,,,,
Girgarre Public Hall,144.979884,Euroa District,,Girgarre,,FALSE, 40056 Morgan Crescent Girgarre 31 H8,,VIC,-36.397756,FALSE,FALSE,,,,,,,,,
St Albans North Primary School,144.801254,St Albans District,,St Albans North,,FALSE, George Street St Albans North 14 A10,,VIC,-37.731916,FALSE,FALSE,,,,,,,,,
South Yarra Primary School,144.985445,Prahran District,,Fawkner Park,,TRUE, 601 Punt Road South Yarra 2L E6,,VIC,-37.840764,FALSE,TRUE,South Yarra Primary School Fair,,,,,,,,
Betty Day Centre,144.987432,Prahran District,,Redan Central,,FALSE, 67 Argyle Street St Kilda 2P E6,,VIC,-37.86293,FALSE,FALSE,,,,,,,,,
South Yarra Community Baptist Church,144.998377,Prahran District,,Hawksburn Central,,TRUE, 12 Surrey Road South Yarra 2M A9,,VIC,-37.846117,FALSE,FALSE,,,,,,,,,
Grattan Gardens Community Centre,144.991585,Prahran District,,Prahran,,FALSE, 40 Grattan Street Prahran 58 D5,,VIC,-37.847124,FALSE,FALSE,,,,,,,,,
Essendon North Primary School,144.90292,Essendon District,,Essendon North,,FALSE, 112 Keilor Road Essendon North 16 D12,,VIC,-37.741418,FALSE,FALSE,,,,,,,,,
University Park Primary School,144.80302,St Albans District,,St Albans South,,FALSE, 17 Lister Street St Albans 26 A4,,VIC,-37.75506,FALSE,FALSE,,,,,,,,,
Rokewood Primary School,143.72281,Polwarth District,,Rokewood,,FALSE, 38 Aitchison Street Rokewood 516 B3,,VIC,-37.90366,FALSE,FALSE,,,,,,,,,
Inverleigh Primary School,144.05469,Polwarth District,,Inverleigh,,TRUE, Hamilton Highway Inverleigh 101 A2,,VIC,-38.10094,FALSE,TRUE,,,,,,,,,
Lilydale West Primary School,145.336687,Evelyn District,,Lilydale West,,TRUE, Bowen Road Lilydale 38 B4,,VIC,-37.755603,FALSE,FALSE,,,,,,,,,
Albion Primary School,144.81994,St Albans District,,Albion,,FALSE, Adelaide Street Albion 26 E10,,VIC,-37.77794,FALSE,FALSE,,,,,,,,,
Nelson Community Centre,141.006207,South-West Coast District,,Nelson,,FALSE, Leake Street Nelson 500 C11,,VIC,-38.047549,FALSE,FALSE,,,,,,,,,
St Albans East Primary School,144.810896,St Albans District,,St Albans East,,FALSE, Station Avenue St Albans East 26 C1,,VIC,-37.742907,FALSE,FALSE,,,,,,,,,
Rhyll Mechanics Hall,145.302872,Bass District,,Rhyll,,FALSE, Lock Road Rhyll 714 H6,,VIC,-38.463008,FALSE,FALSE,,,,,,,,,
Bayles Hall,145.56996,Bass District,,Bayles,,FALSE, Koo Wee Rup - Longwarry Road Bayles 96 B4,,VIC,-38.178146,FALSE,FALSE,,,,,,,,,
Grassmere Primary School,142.523265,South-West Coast District,,Grassmere,,FALSE, 16 Ibbs Lane Grassmere 90 A6,,VIC,-38.285632,FALSE,FALSE,,,,,,,,,
Powlett River Primary School,145.5462,Bass District,,Dalyston,,FALSE, 82-96 Daly Street Dalyston 102 B2,,VIC,-38.56035,FALSE,FALSE,,,,,,,,,
Wonthaggi North Primary School,145.599591,Bass District,,Wonthaggi North,,FALSE, White Road Wonthaggi 713 S4,,VIC,-38.598593,FALSE,FALSE,,,,,,,,,
Corinella Public Hall,145.433271,Bass District,,Corinella,,FALSE, 38-44 Smythe Street Corinella 714 D10,,VIC,-38.4143,FALSE,FALSE,,,,,,,,,
San Remo Recreation Centre,145.370719,Bass District,,San Remo,,FALSE, 1A Wynne Road San Remo 715 R4,,VIC,-38.523888,FALSE,FALSE,,,,,,,,,
Cowes Primary School,145.24131,Bass District,,Cowes,,FALSE, 177 Settlement Road Cowes 716 J3,,VIC,-38.45628,FALSE,FALSE,,,,,,,,,
Clyde Primary School,145.32639,Bass District,,Clyde,,FALSE, Oroya Grove Clyde 134 J11,,VIC,-38.13232,TRUE,FALSE,,,,,,,,,
Catani Recreation Reserve,145.639508,Bass District,,Catani,,FALSE, Taplins Road Catani 96 C 5,,VIC,-38.194682,FALSE,FALSE,,,,,,,,,
Wonthaggi Town Hall,145.59074,Bass District,,Wonthaggi,,FALSE, 14 Baillieu Street East Wonthaggi 713 R6,,VIC,-38.608245,FALSE,FALSE,,,,,,,,,
Oakleigh Occasional Care Centre,145.111384,Oakleigh District,,Huntingdale,,FALSE, corner Garnett and Greville Streets Huntingdale 70 A9,,VIC,-37.906272,FALSE,FALSE,,,,,,,,,
Hughesdale Community Centre,145.076589,Oakleigh District,,Hughesdale,,FALSE, corner Poath and Kangaroo Roads Hughesdale 69 C7,,VIC,-37.897992,FALSE,FALSE,,,,,,,,,
Paynesville Primary School,147.7147,Gippsland East District,,Paynesville,,FALSE, 31-47 Ashley Street Paynesville 685 Q8,,VIC,-37.91128,FALSE,FALSE,,,,,,,,,
Miva Miva Centre,149.750413,Gippsland East District,,Mallacoota,,FALSE, corner Mallacoota Road and Mattsson Street Mallacoota 683 R7,,VIC,-37.559081,FALSE,FALSE,,,,,,,,,
Yarroweyah Public Hall,145.560442,Ovens Valley District,,Yarroweyah,,FALSE, Murray Valley Highway Yarroweyah 23 A8,,VIC,-35.924967,FALSE,FALSE,,,,,,,,,
Myrrhee Primary School,146.318312,Ovens Valley District,,Myrrhee,,FALSE, 1673 Benalla Whitfield Road Myrrhee 48 G5,,VIC,-36.738271,FALSE,FALSE,,,,,,,,,
Milawa Primary School,146.43302,Ovens Valley District,,Milawa,,FALSE, 133 Milawa-Bobinawarrah Road Milawa 34 H9,,VIC,-36.444601,FALSE,FALSE,,,,,,,,,
Tungamah Primary School,145.879505,Ovens Valley District,,Tungamah,,FALSE, 15-17 Tower Street Tungamah 669 T1,,VIC,-36.161322,FALSE,FALSE,,,,,,,,,
Everton Public Hall,146.544758,Ovens Valley District,,Everton,,FALSE, 2161 Great Alpine Road Everton 35 A8,,VIC,-36.435862,FALSE,FALSE,,,,,,,,,
Whitfield Primary School,146.411991,Ovens Valley District,,Whitfield,,FALSE, 6182 Mansfield Road Whitfield 48 H6,,VIC,-36.766335,FALSE,FALSE,,,,,,,,,
Portland South West TAFE,141.60225,South-West Coast District,,Portland South West TAFE,,FALSE, 154 Hurd Street Portland 503 P1,,VIC,-38.335925,FALSE,FALSE,,,,,,,,,
Condah Hall,141.746916,South-West Coast District,,Condah,,FALSE, 5162 Henty Highway Condah 72 D9,,VIC,-37.955218,FALSE,FALSE,,,,,,,,,
Whitworth Avenue Pre-School,145.146329,Clarinda District,,Springvale North,,FALSE, 75A Whitworth Avenue Springvale 79 J6,,VIC,-37.939574,FALSE,FALSE,,,,,,,,,
Spring Parks Primary School - West Campus,145.13961,Clarinda District,,Springvale West,,FALSE, 24 Erica Street Springvale 79 G12,,VIC,-37.95875,FALSE,FALSE,,,,,,,,,
Kingston Heath Primary School,145.07907,Clarinda District,,Kingston Heath,,FALSE, 25 Farm Road Cheltenham 87 D1,,VIC,-37.96278,FALSE,FALSE,,,,,,,,,
Sundowner Neighbourhood House,145.107489,Clarinda District,,Clarinda South,,FALSE, 24 Sundowner Avenue (access via Jacobs Drive) Clarinda 78 K7,,VIC,-37.943529,FALSE,FALSE,,,,,,,,,
Westall Primary School,145.13582,Clarinda District,,Westall,,FALSE, 17 Fairbank Road Clayton South 79 G7,,VIC,-37.94243,FALSE,FALSE,,,,,,,,,
Wirringga Scout Hall,145.103629,Clarinda District,,Davies Reserve,,FALSE, Talbot Avenue Oakleigh South 78 J1,,VIC,-37.921054,FALSE,FALSE,,,,,,,,,
Oakleigh South Primary School,145.095488,Clarinda District,,Oakleigh South,,TRUE, Riley Street Oakleigh South 78 G2,,VIC,-37.922882,FALSE,TRUE,,,,,,,,,
Clarinda Presbyterian Church Hall,145.102608,Clarinda District,,Clarinda,,FALSE, 9 Eulinga Road Clarinda 78 J3,,VIC,-37.92865,FALSE,FALSE,,,,,,,,,
Coatesville Uniting Church Hall,145.0764,Clarinda District,,Hughesdale South,,TRUE, corner Mackie and North Roads East Bentleigh 69 C10,,VIC,-37.908684,FALSE,TRUE,,,,,,,,,
Clayton Senior Citizens Club,145.121273,Clarinda District,,Clayton East,,FALSE, 19 Mary St Clayton 79C2,,VIC,-37.923296,FALSE,FALSE,,,,,,,,,
Toongabbie Primary School,146.62518,Morwell District,,Toongabbie,,TRUE, Victoria Street Toongabbie 703 N2,,VIC,-38.05697,FALSE,TRUE,,,,,,,,,
Albert Park Primary School,144.952395,Albert Park District,,Bridport,,TRUE, Bridport Street (access via Cardigan Place) Albert Park 2J K7,,VIC,-37.841792,FALSE,FALSE,,,,,,,,,
Katandra West Primary School,145.560115,Shepparton District,,Katandra West,,FALSE, 17-27 Bankin Street Katandra West 33 A5,,VIC,-36.225511,FALSE,FALSE,,,,,,,,,
Wemen Public Hall,142.644481,Mildura District,,Wemen,,FALSE, 3670 Hattah Robinvale Road Wemen 6 C6,,VIC,-34.777237,FALSE,FALSE,,,,,,,,,
Irymple Senior Citizens Centre,142.168275,Mildura District,,Irymple,,FALSE, Fifteenth Street Irymple 204 F9,,VIC,-34.233898,FALSE,FALSE,,,,,,,,,
Patchewollock Community Centre,142.187596,Mildura District,,Patchewollock,,FALSE, 54 Federation Street Patchewollock 208 H3,,VIC,-35.383165,FALSE,FALSE,,,,,,,,,
Millewa Community Complex,141.601472,Mildura District,,Cullulleraine,,FALSE, Sturt Highway Cullulleraine 2 B6,,VIC,-34.276993,FALSE,FALSE,,,,,,,,,
Ranfurly Primary School,142.1339,Mildura District,,Mildura Ranfurly,,FALSE, 348 Ontario Avenue Mildura 203 K7,,VIC,-34.19367,FALSE,FALSE,,,,,,,,,
Piangil Primary School,143.31258,Mildura District,,Piangil,,FALSE, 41 High Street Piangil 13 F2,,VIC,-35.05671,FALSE,FALSE,,,,,,,,,
Nandaly Hall,142.701581,Mildura District,,Nandaly,,FALSE, Messines Street Nandaly 12 D6,,VIC,-35.309076,FALSE,FALSE,,,,,,,,,
St Joseph's School Red Cliffs,142.188124,Mildura District,,Red Cliffs,,FALSE, 17 Fitzroy Avenue Red Cliffs 207 N2,,VIC,-34.302361,FALSE,FALSE,,,,,,,,,
Robinvale Community Arts Centre,142.77201,Mildura District,,Robinvale,,FALSE, McLennan Drive Robinvale 206 B6,,VIC,-34.579219,FALSE,FALSE,,,,,,,,,
Mallee Track Health & Community Service,141.180696,Mildura District,,Murrayville,,FALSE, 32 Gray Street Murrayville 206 H8,,VIC,-35.262536,FALSE,FALSE,,,,,,,,,
Holy Trinity Anglican Hall,144.291066,Bendigo East District,,Flora Hill,,TRUE, 14 Keck Street Flora Hill 607 U10,,VIC,-36.776985,FALSE,TRUE,,,,,,,,,
Mandurang Public Hall,144.304022,Bendigo East District,,Mandurang,,FALSE, corner Sedgwick & Nankervis Roads Mandurang 614 C9,,VIC,-36.826929,FALSE,FALSE,,,,,,,,,
Bendigo Baptist Church,144.345697,Bendigo East District,,Junortoun,,FALSE, 757 McIvor Highway Junortoun 608 L8,,VIC,-36.769041,FALSE,FALSE,,,,,,,,,
Raywood Public Hall,144.207359,Bendigo East District,,Raywood,,FALSE, 50-52 Inglewood Street Raywood 44 E2,,VIC,-36.535747,FALSE,FALSE,,,,,,,,,
Crusoe Secondary College,144.23418,Bendigo West District,,Kangaroo Flat,,FALSE, 57 Olympic Parade Kangaroo Flat 612 K1,,VIC,-36.79075,FALSE,FALSE,,,,,,,,,
Spring Gully Primary School,144.28436,Bendigo East District,,Spring Gully,,FALSE, 104 - 110 Spring Gully Road Bendigo 613 T2,,VIC,-36.7934,FALSE,FALSE,,,,,,,,,
Eaglehawk Secondary College,144.26269,Bendigo East District,,Jobs Gully,,FALSE, 1 Reserve Street Eaglehawk 603 O9,,VIC,-36.72026,FALSE,FALSE,,,,,,,,,
Woodvale Hall,144.213179,Bendigo East District,,Woodvale,,FALSE, 34 Dalys Road Woodvale 44 E4,,VIC,-36.655185,FALSE,FALSE,,,,,,,,,
Guildford Public Hall,144.166548,Bendigo West District,,Guildford,,FALSE, Midland Highway Guildford 59 D4,,VIC,-37.149485,FALSE,FALSE,,,,,,,,,
Campbells Creek Primary School,144.204252,Bendigo West District,,Campbells Creek,,TRUE, 127-133 Main Road Campbells Creek 59 E3,,VIC,-37.092786,FALSE,TRUE,,,,,,,,,
Preston Primary School,145.01031,Preston District,,Regent,,TRUE, 240 Tyler Street Preston 18 H9,,VIC,-37.73055,FALSE,TRUE,,,,,,,,,
Tooradin Primary School,145.37849,Hastings District,,Tooradin,,FALSE, Bayview Road Tooradin 144 A2,,VIC,-38.20763,FALSE,FALSE,,,,,,,,,
Auburn South Primary School,145.044784,Hawthorn District,,Auburn South,,TRUE, 419 Tooronga Road (access via Burgess Street) Hawthorn East 59 F3,,VIC,-37.839172,FALSE,FALSE,,,,,,,,,
Wallaroo Primary School,145.17257,Hastings District,,Westpark,,FALSE, Stalwart Avenue Hastings 154 E8,,VIC,-38.29833,FALSE,FALSE,,,,,,,,,
Crib Point Primary School,145.20054,Hastings District,,Crib Point,,TRUE, Milne Street Crib Point 195 A1,,VIC,-38.36048,FALSE,FALSE,,,,,,,,,
Pearcedale Primary School,145.23198,Hastings District,,Pearcedale,,TRUE, Baxter-Tooradin Road Pearcedale 140 H6,,VIC,-38.20301,FALSE,FALSE,,,,,,,,,
Langwarrin Park Primary School,145.201862,Hastings District,,Langwarrin Park,,TRUE, Northgateway Langwarrin 136 A4,,VIC,-38.150537,FALSE,TRUE,,,,,,,,,
Elisabeth Murdoch College,145.19018,Hastings District,,Langwarrin,,TRUE, 80 Warrandyte Road Langwarrin 103 J6,,VIC,-38.15929,FALSE,FALSE,,,,,,,,,
Tyabb Rail Primary School,145.192835,Hastings District,,Tyabb,,TRUE, 88 The Crescent Tyabb 148 J10,,VIC,-38.262148,FALSE,TRUE,,,,,,,,,
Blind Bight Community Centre,145.339835,Hastings District,,Blind Bight,,TRUE, Anchorage Drive Blind Bight 143 B10,,VIC,-38.21689,FALSE,FALSE,,,,,,,,,
Bittern Primary School,145.17168,Hastings District,,Bittern,,FALSE, Portsmouth Road Bittern 164 D8,,VIC,-38.33986,FALSE,FALSE,,,,,,,,,
Tallangatta RSL Clubrooms,147.176691,Benambra District,,Tallangatta,,FALSE, Akuna Avenue Tallangatta 644 H9,,VIC,-36.21766,FALSE,FALSE,,,,,,,,,
Eskdale Public Hall,147.252383,Benambra District,,Eskdale,,FALSE, 3797 Omeo Highway Eskdale 36 E9,,VIC,-36.464382,FALSE,FALSE,,,,,,,,,
Tangambalanga Community Centre,147.028574,Benambra District,,Tangambalanga,,FALSE, 29 Kiewa East Road Tangambalanga 36 B6,,VIC,-36.251867,FALSE,FALSE,,,,,,,,,
Bullioh Hall,147.331578,Benambra District,,Bullioh,,FALSE, 7961 Murray Valley Highway Bullioh 644 G10,,VIC,-36.194879,FALSE,FALSE,,,,,,,,,
Wodonga Middle Years College - Huon Campus,146.89056,Benambra District,,Wodonga South,,FALSE, 22-24 Mitchell Street Wodonga 653 N8,,VIC,-36.13084,FALSE,FALSE,,,,,,,,,
Yackandandah Senior Citizens Centre,146.838081,Benambra District,,Yackandandah,,FALSE, 14 Wellsford Street Yackandandah 659 R12,,VIC,-36.313778,FALSE,FALSE,,,,,,,,,
Corryong Memorial Hall,147.906672,Benambra District,,Corryong,,FALSE, 1 Hansen Street Corryong 644 B4,,VIC,-36.195181,FALSE,FALSE,,,,,,,,,
Bethanga Soldiers Memorial Hall,147.097989,Benambra District,,Bethanga,,FALSE, Bridge Street Bethanga 645 T10,,VIC,-36.123703,FALSE,FALSE,,,,,,,,,
Baranduda Primary School,146.94812,Benambra District,,Baranduda,,FALSE, 7 Verbena Street Baranduda 645 O5,,VIC,-36.18053,FALSE,FALSE,,,,,,,,,
Wodonga Senior Secondary College,146.88105,Benambra District,,Wodonga Central,,FALSE, 69 Woodland Street Wodonga 323 O6,,VIC,-36.12561,TRUE,FALSE,,,,,,,,,
Kingsville Primary School,144.87466,Williamstown District,,Kingsville,,FALSE, 58 Bishop Street Kingsville 41 G8,,VIC,-37.8126,TRUE,FALSE,,,,,,,,,
Williamstown Town Hall,144.896109,Williamstown District,,Williamstown,,FALSE, 104 Ferguson Street Williamstown 56 C8,,VIC,-37.858403,FALSE,FALSE,,,,,,,,,
Yarraville Senior Citizens Centre,144.887072,Williamstown District,,Yarraville Central,,FALSE, 48 Fehon Street Yarraville 3013 41 K10,,VIC,-37.817016,FALSE,FALSE,,,,,,,,,
Yarraville Community Centre,144.892836,Williamstown District,,Yarraville,,FALSE, 59 Francis Street Yarraville 42 B10,,VIC,-37.821644,FALSE,FALSE,,,,,,,,,
South Kingsville Community Centre,144.870204,Williamstown District,,Spotswood West,,FALSE, 43 Paxton Street South Kingsville 41 G12,,VIC,-37.829013,FALSE,FALSE,,,,,,,,,
Bayside Secondary College - Williamstown Campus,144.88521,Williamstown District,,Williamstown West,,TRUE, 35 Kororoit Creek Road Williamstown 55 K8,,VIC,-37.8577,FALSE,FALSE,,,,,,,,,
Macedonian Church Hall,144.892315,Williamstown District,,Footscray Central,,FALSE, 83 Victoria Street Footscray 25 C10,,VIC,-37.804707,FALSE,FALSE,,,,,,,,,
Wembley Primary School,144.87484,Williamstown District,,Kingsville South,,FALSE, Wembley Avenue Yarraville 41 H10,,VIC,-37.82048,FALSE,FALSE,,,,,,,,,
Home Road Kindergarten,144.887867,Williamstown District,,Newport East,,FALSE, 44 Home Road Newport 56 A3,,VIC,-37.841206,FALSE,FALSE,,,,,,,,,
Spotswood Primary School,144.88192,Williamstown District,,Spotswood,,TRUE, Corner of Reed Street & Melbourne Road Spotswood 41 J12,,VIC,-37.83063,FALSE,TRUE,,,,,,,,,
Newtown Primary School,144.336658,Geelong District,,Shannon,,TRUE, 157 Aberdeen Street Newtown 451 G3,,VIC,-38.145788,FALSE,TRUE,,,,,,,,,
Western Heights Uniting Church,144.326784,Geelong District,,Manifold Heights West,,TRUE, 27-31 Douglass Street Herne Hill 441 E11,,VIC,-38.132237,FALSE,FALSE,,,,,,,,,
Clairvaux Catholic School Hall,144.32495,Geelong District,,Belmont West,,FALSE, 45 Reynolds Road Belmont 465 D2,,VIC,-38.184481,FALSE,FALSE,,,,,,,,,
Geelong East Primary School,144.382723,Geelong District,,Geelong East,,TRUE, 184 Boundary Road Geelong East 452 G11,,VIC,-38.175401,FALSE,FALSE,,,,,,,,,
Bellarine Living & Learning Centre,144.394696,Geelong District,,Whittington,,FALSE, 20 Worden Court (access via Solar Drive) Whittington 452 K12,,VIC,-38.178503,FALSE,FALSE,,,,,,,,,
Newcomb Park Primary School,144.39466,Geelong District,,Newcomb,,FALSE, 7 Richard Street Newcomb 452 K8,,VIC,-38.165007,FALSE,FALSE,,,,,,,,,
Belmont High School,144.330262,Geelong District,,Belmont,,TRUE, 12 Rotherham Street Belmont 451 E11,,VIC,-38.175645,FALSE,FALSE,,,,,,,,,
St. John's Lutheran Primary School,144.347767,Geelong District,,Aberdeen,,TRUE, 31-33 Aberdeen Street Newtown 401 B4,,VIC,-38.147007,FALSE,TRUE,,,,,,,,,
Geelong West Town Hall (Supper Room),144.347512,Geelong District,,Geelong West,,TRUE, 153A Pakington Street Geelong West 451 J2,,VIC,-38.140869,FALSE,FALSE,,,,,,,,,
Beaconsfield Upper Primary School,145.415673,Gembrook District,,Beaconsfield Upper,,FALSE, 40-42 Stoney Creek Road (access via Burton Road) Beaconsfield Upper 210 J10,,VIC,-37.995423,FALSE,FALSE,,,,,,,,,
Buangor Primary School,143.17502,Ripon District,,Buangor,,FALSE, 26 School Road Buangor 57 D7,,VIC,-37.36404,FALSE,FALSE,,,,,,,,,
Bridgewater Hall,143.944774,Ripon District,,Bridgewater,,FALSE, 37 Eldon Street Bridgewater On Loddon 43 H3,,VIC,-36.603,FALSE,FALSE,,,,,,,,,
Snake Valley Hall,143.584359,Ripon District,,Snake Valley,,FALSE, 875 Main Road Snake Valley 76 B3,,VIC,-37.612365,FALSE,FALSE,,,,,,,,,
Glenorchy Memorial Hall,142.662201,Ripon District,,Glenorchy,,FALSE, 29 Forest Street Glenorchy 551 U3,,VIC,-36.907925,FALSE,FALSE,,,,,,,,,
Stuart Mill Community Hall,143.287302,Ripon District,,Stuart Mill,,FALSE, Stuart Mill Low Road Stuart Mill 27 F4,,VIC,-36.804406,FALSE,FALSE,,,,,,,,,
Woori Yallock Primary School,145.53203,Eildon District,,Woori Yallock,,FALSE, 1360 Healesville-Koo Wee Rup Road Woori Yallock 286 F10,,VIC,-37.776542,FALSE,FALSE,,,,,,,,,
Stawell West Primary School,142.77129,Ripon District,,Stawell West,,FALSE, 80-88 Cooper Street (access via Longfield Street) Stawell 550 D9,,VIC,-37.06576,FALSE,FALSE,,,,,,,,,
Smeaton Community Centre,143.948197,Ripon District,,Smeaton,,FALSE, 3514 Creswick-Newstead Road Smeaton 58 H7,,VIC,-37.333176,FALSE,FALSE,,,,,,,,,
Preston North East Primary School,145.029471,Preston District,,Preston North East,,FALSE, corner Tyler and Ash Streets Preston 19 C10,,VIC,-37.73359,FALSE,FALSE,,,,,,,,,
Holy Name Parish Hall,145.018414,Preston District,,Reservoir East,,TRUE, 12 Robb Street Reservoir 18 K9,,VIC,-37.730092,FALSE,FALSE,,,,,,,,,
Pyalong Primary School,144.85709,Euroa District,,Pyalong,,TRUE, 40451 Bourke Street Pyalong 639 M3,,VIC,-37.11724,FALSE,TRUE,,,,,,,,,
Melbourne Girls Grammar Junior School,144.988835,Prahran District,,South Yarra,,FALSE, 100 Caroline Street South Yarra 2L F3,,VIC,-37.835362,FALSE,FALSE,,,,,,,,,
Prahan RSL Memorial Hall,144.998212,Prahran District,,Prahran East,,TRUE, 301 High Street Prahran 2M A12,,VIC,-37.852228,FALSE,FALSE,Bar is open upstairs!,,,,,,,,
St Mary's Catholic Primary School,144.910942,Essendon District,,Ascot Vale Central,,FALSE, 74 Roseberry Street Ascot Vale 28 F9,,VIC,-37.774148,TRUE,FALSE,,,,,,,,,
Strathbogie Memorial Hall,145.736511,Euroa District,,Strathbogie,,FALSE, 29 Main Street Strathbogie 47 D7,,VIC,-36.8571,FALSE,FALSE,,,,,,,,,
