Polling Location Name,Venue Name,Type,Electorate 1,Electorate 2,Property Name,Flat Number,Street Number,Street Name,Street Type,Locality,Postcode,Melway/Vicroads Ref,Longitude,Latitude
Doncaster Gardens,Doncaster Gardens Primary School,Voting Centre,Warrandyte District,,,,corner,Sandhurst Avenue and Dehnert,Street,Doncaster East,3109,33 K11,145.148064000143,-37.7821239998756
Tunstall,Donvale Primary School,Voting Centre,Warrandyte District,,,,,Elata Street (access via Argyle,Street),Donvale,3111,48 E4,145.17380171869,-37.7995978348686
Dromana,Dromana Primary School,Voting Centre,Nepean District,,,,,McCulloch,Street,Dromana,3936,159 G8,144.959650000139,-38.3396399998868
Dromana Beach,Dromana Senior Citizens Club,Voting Centre,Nepean District,,,,43,Pier,Street,Dromana,3936,159 J6,144.966904000139,-38.3342069998867
Flinders,Flinders Civic Hall,Voting Centre,Nepean District,,,,,Cook,Street,Flinders,3929,261 K8,145.015892708474,-38.4733449582228
Gumnut Gully,Gumnut Gully Kindergarten,Voting Centre,Warrandyte District,,,,58-60,Larnoo,Drive,Doncaster East,3109,34 G5,145.180209000144,-37.7598679998752
Heathmont,Heathmont Uniting Church Hall,Voting Centre,Bayswater District,Ringwood District,,,89,Canterbury,Road,Heathmont,3135,50 B12,145.246734000145,-37.8268649998765
Rosebud South,Genu,Voting Centre,Nepean District,,,,25,Leon,Avenue,Rosebud,3939,170 F2,144.913133000138,-38.3616379998872
Tanti Park,Mornington Park Primary School,Voting Centre,Mornington District,,,,,Robertson,Drive,Mornington,3931,145 J1,145.058170000141,-38.2260199998845
Mt Eliza South,Mount Eliza Primary School,Voting Centre,Mornington District,,,,1,Wooralla,Drive,Mount Eliza,3930,105 G4,145.092030000142,-38.1954699998839
Mt Eliza,Mount Eliza Secondary College,Voting Centre,Mornington District,,,,,Canadian Bay,Road,Mount Eliza,3930,105 G3,145.091729505105,-38.1892902903276
Mt Eliza North,Mt Eliza North Primary School,Voting Centre,Mornington District,,,,,Moseley,Drive,Mount Eliza,3930,105 J2,145.100540000142,-38.1883999998838
Mt Martha,Mt Martha Primary School,Voting Centre,Mornington District,,,,,Glenisla,Drive,Mount Martha,3934,150 J2,145.01373000014,-38.2755599998855
North Warrandyte,North Warrandyte Family Centre,Voting Centre,Warrandyte District,,,,184,Research-Warrandyte,Road,North Warrandyte,3113,23 D9,145.214674000144,-37.7294229998746
Osborne,Osborne Primary School,Voting Centre,Mornington District,,,,120,Craigie,Road,Mount Martha,3934,145 E9,145.040048000141,-38.2573059998851
Park Orchards,Park Orchards Community Centre,Voting Centre,Warrandyte District,,,,,Aviemore,Avenue,Park Orchards,3114,35 D10,145.214885000144,-37.7790399998756
Mornington South,Peninsula Community Theatre,Voting Centre,Mornington District,,,,,Wilsons Rd (cnr Wilsons Rd and,Nepean Hwy),Mornington,3931,145 E2,145.040320708474,-38.2318488915513
Portsea,Point Nepean National Park Information Centre,Voting Centre,Nepean District,,,,,Point Nepean,Road,Portsea,3944,167 C9,144.702912291801,-38.3190255582197
Red Hill,Red Hill Consolidated School,Voting Centre,Nepean District,,,,341,Arthurs Seat Road -access via Mornington,-Flinders Rd,Red Hill,3937,190 E3,144.995812680249,-38.3666817966933
Ringwood Heights,Ringwood Heights Primary School,Voting Centre,Ringwood District,Warrandyte District,,,60,Summit,Crescent,Ringwood,3134,49 E5,145.217157389807,-37.8038554644155
Rosebud East,Rosebud Primary School,Voting Centre,Nepean District,,,,corner,Point Nepean and Jetty,Roads,Rosebud,3939,158 F12,144.908970000138,-38.3551399998871
Rosebud West,Rosebud Secondary College,Voting Centre,Nepean District,,,,corner,Eastbourne and Boneo,Roads,Rosebud,3939,170 A3,144.887900411112,-38.3687999080716
Rye,Rye Civic Hall,Voting Centre,Nepean District,,,,12,Napier,Street,Rye,3941,168 F4,144.821498000136,-38.3718909998874
Shoreham,Shoreham Hall,Voting Centre,Nepean District,,,,67,Byrnes,Road,Shoreham,3916,256 F8,145.045380108474,-38.4276048248886
Sorrento,Sorrento Community Centre,Voting Centre,Nepean District,,,,860-868,Melbourne,Road,Sorrento,3940,157 K7,144.737095000135,-38.3382609998868
St Andrews Beach,St Andrews Recreation Hall,Voting Centre,Nepean District,,,,99,Bass Meadows,Boulevard,St Andrews Beach,3939,251 K6,144.83880145847,-38.4220495415551
McCrae,St Katherine's Anglican Hall,Voting Centre,Nepean District,,,,15,Bartels,Street,McCrae,3938,158 K10,144.929358000139,-38.350111999887
Mornington,St Mark's Uniting Church,Voting Centre,Mornington District,,,,50,Barkly,Street,Mornington,3931,104 D11,145.037589000141,-38.2214539998844
Mt Eliza Central,Toorak College,Voting Centre,Mornington District,,,,73,Old Mornington,Road,Mount Eliza,3930,101 G10,145.093433733475,-38.1739755165501
Tootgarook,Tootgarook Primary School,Voting Centre,Nepean District,,,,7,Carmichael,Street,Tootgarook,3941,169 D4,144.857398303465,-38.3693581178508
Warrandyte,Warrandyte Primary School,Voting Centre,Warrandyte District,,,,,Forbes,Street,Warrandyte,3113,23 D12,145.213980000144,-37.7426799998749
Warranwood,Warranwood Primary School,Voting Centre,Warrandyte District,Croydon District,,,1,Wellington Park,Drive,Warranwood,3134,36 B9,145.247259272791,-37.7749564622894
Donvale,Whitefriars College,Voting Centre,Warrandyte District,,,,156,Park,Road,Donvale,3111,49 A2,145.198786000144,-37.7911419998758
Wonga Park,Wonga Park Primary School,Voting Centre,Warrandyte District,,,,41,Dudley,Road,Wonga Park,3115,24 H9,145.274000000145,-37.7306399998746
Baranduda,Baranduda Primary School,Voting Centre,Benambra District,,,,7,Verbena,Street,Baranduda,3691,35 H4,146.948120000179,-36.1805299998436
Barnawartha,Barnawartha Soldiers Memorial Hall,Voting Centre,Benambra District,,,,38,High,Street,Barnawartha,3688,35 C3,146.673874000173,-36.1055219998421
Bethanga,Bethanga Soldiers Memorial Hall,Voting Centre,Benambra District,,,,,Bridge,Street,Bethanga,3691,36 C3,147.098115650573,-36.1239518818307
Bonegilla,Bonegilla Hall,Voting Centre,Benambra District,,,,,Murray Valley,Highway,Bonegilla,3693,36 B4,147.00583900018,-36.1409559998428
Chiltern,Chiltern Senior Citizens Hall,Voting Centre,Benambra District,,,,84,Conness,Street,Chiltern,3683,35 B4,146.612041905346,-36.15115157689
Corryong,Corryong Memorial Hall,Voting Centre,Benambra District,,,,1,Hansen,Street,Corryong,3707,37 G5,147.906672000198,-36.1951809998439
Cudgewa,Cudgewa Mechanics Institute,Voting Centre,Benambra District,,,,195,Main,Street,Cudgewa,3705,37 E4,147.778683000196,-36.1846599998437
Dederang,Dederang Multi-Purpose Building,Voting Centre,Benambra District,,,,,Kiewa Valley,Highway,Dederang,3691,36 B9,147.021294002195,-36.4755941525275
Eskdale,Eskdale Public Hall,Voting Centre,Benambra District,,,,3797,Omeo,Highway,Eskdale,3701,36 E9,147.252383000185,-36.4643819998493
Kergunyah,Kergunyah Memorial Hall,Voting Centre,Benambra District,,,,,Kergunyah,Road,Kergunyah,3691,36 B7,147.030364654354,-36.3276098844859
Mitta Mitta,Mitta Mitta Mechanics Institute,Voting Centre,Benambra District,,,,5543,Omeo,Highway,Mitta Mitta,3701,50 H2,147.376406000188,-36.5372869998507
Beechworth,Beechworth Primary School,Voting Centre,Benambra District,,,,17,Junction,Road,Beechworth,3747,659 P4,146.692897051826,-36.3550859443509
Rutherglen,Rutherglen Primary School,Voting Centre,Benambra District,,,,44-46,Murray,Street,Rutherglen,3685,34 J2,146.460610000169,-36.0562099998411
Sandy Creek,Sandy Creek Memorial Hall,Voting Centre,Benambra District,,,,,Lockhart's Gap,Road,Sandy Creek,3695,36 C6,147.112742509747,-36.2776849184905
Running Creek,St Albans Parish Hall,Voting Centre,Benambra District,,,,,Kiewa Valley,Highway,Running Creek,3691,50 B2,147.059099094442,-36.5470240726965
Stanley,Stanley Safer Place,Voting Centre,Benambra District,,,,,Pioneer,Road,Stanley,3747,35 E8,146.754617000175,-36.4031969998481
Wodonga Birallee,Melrose Primary School,Voting Centre,Benambra District,,,,25,Silva,Drive,Wodonga,3690,35 F4,146.860822664003,-36.1312175708111
Mt Beauty,Mt Beauty Community Centre,Voting Centre,Benambra District,,,,,Kiewa,Crescent,Mt Beauty,3699,660 G12,147.170763000183,-36.7429769998549
Wodonga,St Augustine's Catholic Primary School,Voting Centre,Benambra District,,,,,Osburn,Street,Wodonga,3690,653 N4,146.890130000178,-36.1170159998423
Tallangatta Valley,Tallangatta Valley Public Hall,Voting Centre,Benambra District,,,,,Polmear,Street,Tallangatta Valley,3701,36 H6,147.391619002318,-36.2878292543283
Tangambalanga,Tangambalanga Community Centre,Voting Centre,Benambra District,,,,29,Kiewa East,Road,Tangambalanga,3691,36 B6,147.028718866796,-36.2512909454478
Tawonga,Tawonga Primary School,Voting Centre,Benambra District,,,,91,Kiewa Valley,Highway,Tawonga,3697,50 D5,147.143250000183,-36.6913999998538
Victory,Victory Lutheran Primary School,Voting Centre,Benambra District,,,,28,Drage,Road,Wodonga,3689,654 E4,146.845472463003,-36.1164879880911
Wahgunyah,Wahgunyah School of Arts Hall,Voting Centre,Benambra District,,,,33-35,Foord,Street,Wahgunyah,3687,34 H2,146.393528000168,-36.0108999998402
Wodonga Central,Wodonga Senior Secondary College,Voting Centre,Benambra District,,,,69,Woodland,Street,Wodonga,3690,35 G4,146.880134147721,-36.1256099998425
Wooragee,Wooragee Centenary Hall,Voting Centre,Benambra District,,,,,Beechworth-Wodonga,Road,Wooragee,3747,35 D6,146.729786033066,-36.2906392705402
Yackandandah,Yackandandah Senior Citizens Centre,Voting Centre,Benambra District,,,,14,Wellsford,Street,Yackandandah,3749,659 R11,146.838081000177,-36.3137779998463
Alexandra,Alexandra Secondary College,Voting Centre,Eildon District,,,,86,Downey,Street,Alexandra,3714,680D4,145.701838175154,-37.1946376081972
Badger Creek,Badger Creek Primary School,Voting Centre,Eildon District,,,,,Badger Creek,Road,Badger Creek,3777,278 F8,145.533129833135,-37.68103469578
Buxton,Buxton Primary School,Voting Centre,Eildon District,,,,2208,Maroondah,Highway,Buxton,3711,62 D8,145.709059000154,-37.4214039998684
Eildon,Eildon Community Centre,Voting Centre,Eildon District,,,,45,High,Street,Eildon,3713,681 N3,145.9075229374,-37.2345805948061
Flowerdale,Flowerdale Primary School,Voting Centre,Eildon District,,,,3377,Whittlesea-Yea,Road,Flowerdale,3717,418 H5,145.291360000146,-37.3169199998663
Gladysdale,Gladysdale Primary School,Voting Centre,Eildon District,,,,550,Little Yarra,Road,Gladysdale,3797,80 C7,145.650990000153,-37.8202499998764
Glenburn,Glenburn Community Centre,Voting Centre,Eildon District,,,,3873,Melba,Highway,Glenburn,3717,61 H8,145.425542000148,-37.4196819998684
Healesville,Healesville High School,Voting Centre,Eildon District,,,,10,Camerons,Road,Healesville,3777,270 F10,145.530102000151,-37.6437729998729
Healesville Central,Healesville Memorial Hall,Voting Centre,Eildon District,,,,235-237,Maroondah,Highway,Healesville,3777,270 C12,145.51739700015,-37.6534369998731
Hoddles Creek,Hoddles Creek Primary School,Voting Centre,Eildon District,,,,700,Gembrook-Launching Place,Road,Hoddles Creek,3139,80B7,145.597757885282,-37.8317421679724
Jamieson,Jamieson Memorial Hall,Voting Centre,Eildon District,,,,15,Perkins,Street,Jamieson,3723,678H10,146.137870050163,-37.3019535831994
Kangaroo Ground,Kangaroo Ground Primary School,Voting Centre,Eildon District,,,,10,Graham,Road,Kangaroo Ground,3097,271 E11,145.215124791811,-37.6916485498738
Kinglake,Kinglake Primary School,Voting Centre,Eildon District,,,,20,McMahons,Road,Kinglake,3763,380 J7,145.356640000147,-37.5215699998704
Launching Place,Launching Place Primary School,Voting Centre,Eildon District,,,,20a,Carter,Street,Launching Place,3139,287 E8,145.570770000151,-37.7824999998757
Marysville,Marysville Primary School,Voting Centre,Eildon District,,,,15,Falls,Road,Marysville,3779,680 H10,145.749163000155,-37.5119619998702
Merrijig,Merrijig Primary School,Voting Centre,Eildon District,,,,1820,Mt Buller,Road,Merrijig,3723,63 F3,146.256880000165,-37.1027999998621
Merton,Merton Memorial Hall,Voting Centre,Eildon District,,,,17,Shaws,Road,Merton,3715,47 D9,145.709260000154,-36.9764919998595
Millgrove,Millwarra Primary School (Millgrove Campus),Voting Centre,Eildon District,,,,18,Cavanagh,Road,Millgrove,3799,289 C4,145.651407000153,-37.7535239998751
Warburton East,Millwarra Primary School (Warburton East Campus),Voting Centre,Eildon District,,,,397,Woods Point,Road,Warburton East,3799,291 B8,145.735400000155,-37.7421639998748
Toolangi,Toolangi Memorial Hall,Voting Centre,Eildon District,,,,1715,Healesville-Kinglake,Road,Toolangi,3777,79 J2,145.473918516816,-37.5380095582041
Warburton,Warburton Primary School,Voting Centre,Eildon District,,,,16,Horners,Road,Warburton,3799,290 D5,145.701266000154,-37.7561379998751
Wesburn,Wesburn Primary School,Voting Centre,Eildon District,,,,2850,Warburton,Highway,Wesburn,3799,289 B8,145.647771000153,-37.7689909998754
Woori Yallock,Woori Yallock Primary School,Voting Centre,Eildon District,,,,1360,Healesville-Koo Wee Rup,Road,Woori Yallock,3139,286 F10,145.53269211404,-37.7773479370627
Yarra Glen,Yarra Glen Primary School,Voting Centre,Eildon District,,,,35,Symonds,Street,Yarra Glen,3775,266 K11,145.372872081521,-37.6497506277574
Yarra Junction,Yarraburn Centre,Voting Centre,Eildon District,,,,1,Park,Road,Yarra Junction,3797,288 E7,145.613744875152,-37.7807043332089
Kilmore,Assumption College,Voting Centre,Euroa District,,,,37-43,Sutherland,Street,Kilmore,3764,615 E6,144.947514432231,-37.3015829644091
Avenel,Avenel Primary School,Voting Centre,Euroa District,,,,40,Anderson,Street,Avenel,3664,46 E8,145.234366000145,-36.901439999858
Benalla,Benalla Secondary College - Dunlop Campus,Voting Centre,Euroa District,,,,Corner,Barkly and Church,Streets,Benalla,3672,47H2,145.99093900016,-36.548383999851
Benalla West,Benalla Secondary College - Faithful Campus,Voting Centre,Euroa District,,,,,Faithful,Street,Benalla,3672,663 M6,145.964299000159,-36.5533339998511
Broadford,Broadford Secondary College,Voting Centre,Euroa District,,,,,Snodgrass,Street,Broadford,3658,641 P4,145.039597419066,-37.2049284553323
Byrneside,Byrneside Public Hall,Voting Centre,Euroa District,,,,,Midland,Highway,Byrneside,3617,32 D8,145.174821593756,-36.4213275197531
Caniambo,Caniambo Public Hall,Voting Centre,Euroa District,,,,,Bridge,Road,Caniambo,3630,33 C9,145.631253433486,-36.4684711998494
Colbinabbin,Colbinabbin Primary School,Voting Centre,Euroa District,,,,56,Mitchell,Street,Colbinabbin,3559,45 E3,144.801499075136,-36.5898238915185
Devenish,Devenish Primary School,Voting Centre,Euroa District,,,,,Main,Road,Devenish,3726,33 G7,145.894340000158,-36.3265399998465
Dhurringile,Dhurringile Primary School,Voting Centre,Euroa District,,,,605,Langham,Road,Dhurringile,3610,46 00,145.239790000145,-36.5431999998509
Girgarre,Girgarre Public Hall,Voting Centre,Euroa District,,,,9-13,Morgan,Crescent,Girgarre,3624,31 H8,144.97988400014,-36.397755999848
Goorambat,Goorambat Public Hall,Voting Centre,Euroa District,,,,55,Halls,Road,Goorambat,3725,33 G8,145.922627000158,-36.4112209998482
Piries-Goughs Bay,Goughs Bay Fire Station,Voting Centre,Eildon District,,,,Corner,Walshs and Howes Creek,Roads,Goughs Bay,3723,63 C4,146.063054746384,-37.1767588254859
Heathcote,Heathcote RSL Hall,Voting Centre,Euroa District,,,,127,High,Street,Heathcote,3523,45 D8,144.709210858468,-36.9231439998585
Longwood,Longwood Community Centre,Voting Centre,Euroa District,,,,2a,Down,Street,Longwood,3665,46 H6,145.427172206556,-36.8046573075448
Lurg,Lurg Public Hall,Voting Centre,Euroa District,,,,,Winton-Lurg,Road,Lurg,3673,48 D3,146.126311175162,-36.5817016915183
Merrigum,Merrigum Primary School,Voting Centre,Euroa District,,,,,Judd,Avenue,Merrigum,3618,32 D7,145.129660000143,-36.3693199998474
Murchison,Murchison Community Centre,Voting Centre,Euroa District,,,,14,Watson,Street,Murchison,3610,46 E3,145.216235000144,-36.6178289998524
Nagambie,Nagambie Senior Citizens Hall,Voting Centre,Euroa District,,,,358-360,High,Street,Nagambie,3608,46 D6,145.155068000143,-36.7817009998556
Baddaginnie,Peranbin Primary College,Voting Centre,Euroa District,,,,,Clarendon,Street,Baddaginnie,3670,47 F3,145.863440000157,-36.5924599998518
Pyalong,Pyalong Primary School,Voting Centre,Euroa District,,,,10-14,Bourke,Street,Pyalong,3521,60 F3,144.857090000137,-37.1172399998623
Redesdale,Redesdale Public Hall,Voting Centre,Euroa District,,,,,Kyneton-Redesdale,Road,Redesdale,3444,60 A2,144.531241000131,-37.0230229998605
Rushworth,Rushworth P-12 College,Voting Centre,Euroa District,,,,45,Heily,Street,Rushworth,3612,598 D10,145.01440000014,-36.5833199998517
Seymour,Anglican Parish Hall,Voting Centre,Euroa District,,,,2,Anzac,Avenue,Seymour,3660,642 C7,145.136426000143,-37.0262129998605
Seymour East,Seymour College,Voting Centre,Euroa District,,,,,Loco,Street,Seymour,3660,642 D8,145.143249044011,-37.0303863855068
Stanhope,Stanhope Public Hall,Voting Centre,Euroa District,,,,,Godley,Place,Stanhope,3623,31 H9,144.98428700014,-36.4468039998489
Strathbogie,Strathbogie Memorial Hall,Voting Centre,Euroa District,,,,29,Main,Street,Strathbogie,3666,47 D7,145.736511000155,-36.8570999998571
Swanpool,Albert Heaney Recreation Reserve Clubrooms,Voting Centre,Euroa District,,,,,Swanpool-Lima,Road,Swanpool,3673,47 H5,146.001150087837,-36.7498790309132
Tallarook,Tallarook Primary School,Voting Centre,Euroa District,,,,52,Main,Road,Tallarook,3659,61 C3,145.101080000142,-37.0969609998619
Ardmona,Ardmona Primary School,Voting Centre,Shepparton District,,,,580,Turnbull,Road,Ardmona,3629,32 F8,145.313070000146,-36.3854599998477
Tatong,Tatong Memorial Hall,Voting Centre,Euroa District,,,,,Tiger Hill,Road,Tatong,3673,48 C5,146.109253800954,-36.7307532551549
Puckapunyal,Puckapunyal Neighbourhood Centre,Voting Centre,Euroa District,,,,,Labuan,Street,Puckapunyal,,61 B2,145.038840283474,-37.0025769331934
Tooborac,Tooborac Primary School,Voting Centre,Euroa District,,,,,Northern,Highway,Tooborac,3522,60 E2,144.798140000136,-37.0397799998608
Wandong,Wandong Primary School,Voting Centre,Euroa District,,,,39,Rail,Street,Wandong,3758,417 D7,145.027861000141,-37.3603039998672
Boorhaman,Boorhaman Hall,Voting Centre,Ovens Valley District,,,,1430-1486,Boorhaman,Road,Boorhaman,3678,34 F5,146.290573818562,-36.2149415440321
Bright,Bright Senior Citizens Centre,Voting Centre,Ovens Valley District,,,,,Cobden,Street,Bright,3741,661 P3,146.961815000179,-36.7307249998546
Bundalong,Bundalong Hall,Voting Centre,Ovens Valley District,,,,,Pyke,Street,Bundalong,3730,34 D2,146.172595300163,-36.0375936831741
Londrigan,Carraragarmungee Primary School,Voting Centre,Ovens Valley District,,,,,Eldorado,Road,Londrigan,3678,34 J7,146.460860000169,-36.3288999998466
Cheshunt,Cheshunt Hall,Voting Centre,Ovens Valley District,,,,454,King Valley,Road,Cheshunt,3678,48 H6,146.430625333502,-36.7994387081893
Cobram,Cobram Civic Centre,Voting Centre,Ovens Valley District,,,,14-20,Punt,Road,Cobram,3643,23 C8,145.651571000153,-35.9188129998384
Dixons Creek,Dixons Creek Primary School,Voting Centre,Eildon District,,,,1815,Melba,Highway,Dixons Creek,3775,79 H3,145.413520000148,-37.5923399998718
Eldorado,Eldorado Memorial Hall,Voting Centre,Ovens Valley District,,,,96,Main,Street,Eldorado,3746,35 A6,146.52044400017,-36.3083879998462
Everton,Everton Public Hall,Voting Centre,Ovens Valley District,,,,2161,Great Alpine,Road,Everton,3678,35 A8,146.544758000171,-36.4358619998487
Gapsted,Gapsted Public Hall,Voting Centre,Ovens Valley District,,,,3722,Great Alpine,Road,Gapsted,3737,49 C2,146.67581474184,-36.5079623415168
Glenrowan,Glenrowan Primary School,Voting Centre,Ovens Valley District,,,,40,Beaconsfield,Parade,Glenrowan,3675,34 E9,146.222288000164,-36.4601629998492
Greta West,Greta Valley School,Voting Centre,Ovens Valley District,,,,2376,Wangaratta-Kilfeera,Road,Greta South,3675,48 E2,146.236360000165,-36.6178399998524
Katamatite,Katamatite Sports and Community Hub,Voting Centre,Ovens Valley District,,,,,Moore,Street,Katamatite,3649,33D3,145.690297623984,-36.0764089355771
Milawa,Milawa Primary School,Voting Centre,Ovens Valley District,,,,133,Milawa-Bobinawarrah,Road,Milawa,3678,34 H9,146.433020000169,-36.4446009998489
Moyhu,Moyhu Memorial Hall,Voting Centre,Ovens Valley District,,,,24,Bartley,Street,Moyhu,3732,48 G3,146.375814125167,-36.5776009498516
Mudgegonga,Mudgegonga Hall,Voting Centre,Ovens Valley District,,,,1395,Myrtleford-Yackandandah,Road,Mudgegonga,3737,35 F9,146.829951000177,-36.4928269998499
Myrtleford,Myrtleford Uniting Church Hall,Voting Centre,Ovens Valley District,,,,Corner,Myrtle and Albert,Streets,Myrtleford,3737,660 C6,146.727213000175,-36.5626739998513
Oxley,Oxley Shire Hall,Voting Centre,Ovens Valley District,,,,,Snow,Road,Oxley,3678,34 H9,146.383481000168,-36.4434499998489
Porepunkah,Porepunkah Primary School,Voting Centre,Ovens Valley District,,,,,Martley,Street,Porepunkah,3740,49 G5,146.910994000178,-36.699529999854
Springhurst,Springhurst Primary School,Voting Centre,Ovens Valley District,,,,121,Anzac,Road,Springhurst,3682,34 J4,146.468100000169,-36.1846699998437
Wangaratta,TAFE College Amenities Building,Voting Centre,Ovens Valley District,,,,27,Docker,Street,Wangaratta,3677,664 F8,146.319523932972,-36.3548949873398
Tarrawingee,Tarrawingee Hall,Voting Centre,Ovens Valley District,,,,,Great Alpine,Road,Tarrawingee,3678,34 J8,146.445462796519,-36.3913271760984
Tungamah,Tungamah Primary School,Voting Centre,Ovens Valley District,,,,15-17,Tower,Street,Tungamah,3728,33 G4,145.879505000158,-36.1613219998432
West End,Wangaratta High School,Voting Centre,Ovens Valley District,,,,17-49,Edward,Street,Wangaratta,3677,664 E6,146.308594006607,-36.3433527588588
Whitfield,Whitfield Primary School,Voting Centre,Ovens Valley District,,,,6182,Mansfield,Road,Whitfield,3733,48 H6,146.411991000168,-36.7663349998553
Whorouly,Whorouly Primary School,Voting Centre,Ovens Valley District,,,,18,Church,Street,Whorouly,3735,49 B2,146.586663000172,-36.5053879998501
Yarrawonga,Yarrawonga Secondary College - ECA Centre,Voting Centre,Ovens Valley District,,,,,Pinniger,Street,Yarrawonga,3730,34 B2,146.00756366463,-36.0216802025337
Yarrawonga Central,Yarrawonga Town Hall,Voting Centre,Ovens Valley District,,,,100,Belmore,Street,Yarrawonga,3730,34 B2,146.00481200016,-36.0127619998403
Yarroweyah,Yarroweyah Public Hall,Voting Centre,Ovens Valley District,,,,,Murray Valley,Highway,Yarroweyah,3644,23 A8,145.560442000151,-35.9249669998385
St James,St James Town Hall,Voting Centre,Ovens Valley District,,,,,St James,Road,St James,3727,33 G6,145.895910015186,-36.2695960831838
Storey,Bourchier Street Primary School,Voting Centre,Shepparton District,,,,1,Bourchier,Street,Shepparton,3630,673 R6,145.413279000148,-36.3669799998473
Bunbartha,Bunbartha Community Centre,Voting Centre,Shepparton District,,,,,Barmah-Shepparton,Road,Bunbartha,3634,32 G5,145.342885705767,-36.2193324879368
Congupna,Congupna Primary School,Voting Centre,Shepparton District,,,,3580,Katamatite-Shepparton,Road,Congupna,3633,32 H6,145.433782000149,-36.299823999846
Dookie,Dookie Primary School,Voting Centre,Shepparton District,,,,,Baldock,Street,Dookie,3646,33 C7,145.682790000154,-36.3310699998466
Gowrie Street,Gowrie Street Primary School,Voting Centre,Shepparton District,,,,1-19,Gowrie,Street,Shepparton,3630,673 O6,145.396350000148,-36.3667999998473
Katandra West,Katandra West Primary School,Voting Centre,Shepparton District,,,,17-27,Bankin,Street,Katandra West,3634,33 A5,145.560115008485,-36.2255106581778
Katunga,Katunga Primary School,Voting Centre,Shepparton District,,,,,Carter,Street,Katunga,3640,22 J9,145.455610000149,-35.99855999984
Kialla,Kialla Primary School,Voting Centre,Shepparton District,,,,128,Central,Road,Kialla,3631,32 H9,145.431335000149,-36.4525309998491
Kialla West,Kialla West Primary School,Voting Centre,Shepparton District,,,,7370,Goulburn Valley,Highway,Kialla West,3613,32 H9,145.389872000148,-36.4660549998493
Lemnos,Lemnos Primary School,Voting Centre,Shepparton District,,,,,Lemnos,Road,Lemnos,3631,32 J7,145.462460000149,-36.3580499998472
Mooroopna,Mooroopna Secondary College,Voting Centre,Shepparton District,,,,141-179,Echuca,Road,Mooroopna,3629,672 F9,145.351818791814,-36.381771108181
Naring,Naring War Memorial Hall,Voting Centre,Shepparton District,,,,,Naring Hall,Road,Naring,3636,33 A2,145.531369000151,-36.0554629998411
Nathalia,Nathalia Community Centre,Voting Centre,Shepparton District,,,,,Robertson,Street,Nathalia,3638,669 S11,145.206101000144,-36.0608529998412
Numurkah,Numurkah Town Hall,Voting Centre,Shepparton District,,,,,Knox,Street,Numurkah,3636,670 C4,145.442587858482,-36.0922466165085
Picola,Picola Public Hall,Voting Centre,Shepparton District,,,,1,Picola-Barmah,Road,Picola,3639,22 C9,145.108700000142,-35.99909399984
Shepparton East,Shepparton East Primary School,Voting Centre,Shepparton District,,,,15,School,Road,Shepparton East,3631,32 J8,145.479573102122,-36.4003714569854
Knight Street,St Brendan's Primary School,Voting Centre,Shepparton District,,,,143-149,Knight,Street,Shepparton,3630,673 Q8,145.407620000148,-36.3747759998475
St Georges Road,St Georges Road Primary School,Voting Centre,Shepparton District,,,,120,St Georges,Road,Shepparton,3630,673 P11,145.405740341815,-36.3900904915145
Strathmerton,Strathmerton Memorial Hall,Voting Centre,Shepparton District,,,,,Murray Valley,Highway,Strathmerton,3641,22 J8,145.477747228115,-35.9259865749164
Tallygaroopna,Tallygaroopna Primary School,Voting Centre,Shepparton District,,,,24-34,Victoria,Street,Tallygaroopna,3634,32 H5,145.436320000149,-36.2386099998448
Wanganui,Wanganui Park Secondary College,Voting Centre,Shepparton District,,,,1-19,Parkside,Drive,Shepparton,3630,673 N4,145.391900000148,-36.3570399998471
Wilmot Road,Wilmot Road Primary School,Voting Centre,Shepparton District,,,,84-90,Wilmot,Road,Shepparton,3630,675 P1,145.405900000148,-36.398499999848
Wunghnu,Wunghnu Primary School,Voting Centre,Shepparton District,,,,,Brunton,Street,Wunghnu,3635,32 H4,145.430600000149,-36.150659999843
Casey Central,Alkira Secondary College,Voting Centre,Cranbourne District,,,,15,Nurture,Avenue,Cranbourne North,3977,130 F7,145.307924261755,-38.0738176587672
Cheltenham North,Cheltenham Secondary College,Voting Centre,Clarinda District,,,,73,Bernard,Street,Cheltenham,3192,78 A10,145.068846017512,-37.9535836390122
Clarinda,Clarinda Presbyterian Church Hall,Voting Centre,Clarinda District,,,,9,Eulinga,Road,Clarinda,3169,78 J3,145.102608000142,-37.9286499998786
Clayton East,Clayton Senior Citizens Club,Voting Centre,Clarinda District,,,,19,Mary Street,,Clayton,3168,79 C2,145.121272933476,-37.9232961415451
Clayton South,Clayton South Primary School,Voting Centre,Clarinda District,,,,539,Clayton,Road,Clayton South,3169,79 B7,145.116319303075,-37.9407138116306
Hughesdale South,Coatesville Uniting Church Hall,Voting Centre,Clarinda District,Bentleigh District,,,corner,Mackie and North,Roads,Bentleigh East,3165,69 C10,145.076400000142,-37.9086839998782
Courtenay Gardens,Courtenay Gardens Primary School,Voting Centre,Cranbourne District,,,,35,Rosebank,Drive,Cranbourne North,3977,129 K9,145.283481215387,-38.0802761445314
Cranbourne,Cranbourne Primary School,Voting Centre,Cranbourne District,,,,,Bakewell,Street,Cranbourne,3977,134 A5,145.288782000146,-38.1119549998822
