ec_id,name,premises,address,lat,lon,divisions,state,wheelchair_access
,Rossmoyne Primary School,,"90 Second Avenue, ROSSMOYNE WA 6148",-32.04032000,115.86610000,Riverton,WA,Full
,Rostrata Primary School,,"Rostrata Avenue, WILLETTON WA 6155",-32.05157000,115.89886000,Riverton,WA,None
,Shelley Primary School,,"Monota Avenue, SHELLEY WA 6148",-32.03154300,115.88556700,Riverton,WA,Full
,Willetton Primary School,,"14 Woodpecker Avenue, WILLETTON WA 6155",-32.04889000,115.88279000,Riverton,WA,None
,Willetton Senior High School,,"120 Pinetree Gully Road, WILLETTON WA 6155",-32.06112000,115.87776000,Riverton,WA,Full
,Bungaree Primary School,,"9 Centaurus Street, ROCKINGHAM WA 6168",-32.29065000,115.73766000,Rockingham,WA,Full
,Charthouse Primary School,,"43 Rand Avenue, WAIKIKI WA 6169",-32.31793000,115.75129000,Rockingham,WA,Full
,Cooloongup Primary School,,"21 Westerly Way, COOLOONGUP WA 6168",-32.29864100,115.75433900,Rockingham,WA,Full
,East Waikiki Primary School,,"21 Gibb Road, COOLOONGUP WA 6168",-32.30421900,115.76105900,Rockingham,WA,None
,Hillman Primary School,,"35 Unnaro Street, HILLMAN WA 6168",-32.28340500,115.76301500,Rockingham,WA,Full
,Rockingham Beach Primary School,,"30 Bay View Street, ROCKINGHAM WA 6168",-32.28261100,115.72262900,Rockingham,WA,Full
,Rockingham District - Election Day and Early Polling Place,,"1/31 Council Avenue, ROCKINGHAM WA 6168",-32.288880,115.750251,Rockingham,WA,Full
,Rockingham Senior High School,,"15 Read Street, ROCKINGHAM WA 6168",-32.28423000,115.73628000,Rockingham,WA,Full
,Safety Bay Primary School,,"2 Waimea Road, SAFETY BAY WA 6169",-32.29819000,115.71408000,Rockingham,WA,Full
,Safety Bay Senior High School,,"80 Malibu Road, SAFETY BAY WA 6169",-32.30401000,115.74022000,Rockingham,WA,Full
,Bremer Bay Community Resource Centre,,"7 Mary Street, BREMER BAY WA 6338",-34.39236700,119.37907800,Roe,WA,Full
,Broomehill Town Hall,,"30364 Great Southern Highway, BROOMEHILL WA 6318",-33.84518600,117.63860800,Roe,WA,Full
,Castletown Primary School,,"43 Easton Road, CASTLETOWN WA 6450",-33.83254000,121.90840000,Roe,WA,None
,Condingup Primary School,,"Sutcliffe Street, CONDINGUP WA 6450",-33.75503000,122.52715000,Roe,WA,None
,Cranbrook Memorial Hall,,"17 Gathorne Street, CRANBROOK WA 6321",-34.29598000,117.55379000,Roe,WA,None
,Cuballing Agricultural Hall,,"189 Campbell Street, CUBALLING WA 6311",-32.81908000,117.17769000,Roe,WA,None
,Dumbleyung Town Hall,,"32 Harvey Street, DUMBLEYUNG WA 6350",-33.31300600,117.74034800,Roe,WA,Full
,East Narrogin Primary School,,"37-41 Homer Street, NARROGIN WA 6312",-32.93617600,117.18805100,Roe,WA,Full
,Frankland River Community Centre,,"55 Wingebellup Road, FRANKLAND RIVER WA 6396",-34.36248900,117.08174100,Roe,WA,Full
,Gibson Football Club,,"Starr Street, GIBSON WA 6448",-33.64717800,121.80591900,Roe,WA,Full
,Gnowangerup Community Resource Centre,,"47 Yougenup Road, GNOWANGERUP WA 6335",-33.93695400,118.00737200,Roe,WA,None
,Hopetoun Community Centre,,"46 Veal Street, HOPETOUN WA 6348",-33.94480000,120.12960000,Roe,WA,Full
,Hyden Community Resource Centre,,"40 Naughton Street, HYDEN WA 6359",-32.44857400,118.86052900,Roe,WA,None
,Jerramungup District High School,,"2 Lancaster Road, JERRAMUNGUP WA 6337",-33.94272100,118.91785000,Roe,WA,None
,Kojonup Town Hall,,"95 Albany Highway, KOJONUP WA 6395",-33.83253200,117.15922200,Roe,WA,None
,Kondinin Primary School,,"75 Graham Street, KONDININ WA 6367",-32.49388000,118.26443000,Roe,WA,None
,Kulin Community Resource Centre,,"38 Johnston Street, KULIN WA 6365",-32.67131000,118.15454000,Roe,WA,Full
,Lake Grace Community Resource Centre,,"1 Bishop Street , LAKE GRACE WA 6353",-33.10351600,118.45863700,Roe,WA,None
,Lake King Primary School,,"35 Newdegate-Ravensthorpe Road, LAKE KING WA 6356",-33.08885400,119.67447700,Roe,WA,None
,Munglinup Primary School,,"3 Budjan Street, MUNGLINUP WA 6450",-33.70402500,120.85820300,Roe,WA,None
,Muradup Hall,,"23 Piesse Street, MURADUP WA 6394",-33.84114000,116.98181000,Roe,WA,None
,Narrogin Senior Citizens Centre,,"Unit 1/1 to 3 Fathom Street, NARROGIN WA 6312",-32.93600000,117.17516800,Roe,WA,Full
,Newdegate Community Resource Centre,,"22 Collier Street, NEWDEGATE WA 6355",-33.09369900,119.02203500,Roe,WA,None
,Nulsen Primary School,,"11 Victoria Street, ESPERANCE WA 6450",-33.85828800,121.87346800,Roe,WA,None
,Nyabing Town Hall,,"14 Richmond Street, NYABING WA 6341",-33.54132300,118.14846900,Roe,WA,None
,Ongerup Primary School,,"97 Lamont Street, ONGERUP WA 6336",-33.96344000,118.48653000,Roe,WA,Full
,Ravensthorpe District High School,,"102 Morgans Street, RAVENSTHORPE WA 6346",-33.58219800,120.05196100,Roe,WA,None
,Roe District - Election Day and Early Polling Place - Esperance,,"Noel White Centre, Esperance Greater Sports Ground, 21 Black Street, ESPERANCE WA 6450",-33.856249,121.884306,Roe,WA,Full
,Roe District - Election Day and Early Polling Place - Katanning,,"Katanning Town Hall, 22 Austral Terrace, KATANNING WA 6317",-33.69029100,117.55424500,Roe,WA,None
,Tambellup Shire Lesser Hall,,"42 Norrish Street, TAMBELLUP WA 6320",-34.04417200,117.64131500,Roe,WA,None
,Wagin District High School,,"10 Ranford Street, WAGIN WA 6315",-33.311513,117.342950,Roe,WA,Full
,West Arthur Community Resource Centre,,"27 Burrowes Street, DARKAN WA 6392",-33.33678000,116.74093700,Roe,WA,None
,Wickepin Community Centre,,"49 Campbell Street, WICKEPIN WA 6370",-32.785312,117.500942,Roe,WA,None
,Williams RSL Hall,,"Growse Street, WILLIAMS WA 6391",-33.02587100,116.88115500,Roe,WA,None
,Woodanilling Recreation Centre,,"Yairabin Street, WOODANILLING WA 6316",-33.5600293,117.433081,Roe,WA,Full
,Deanmore Primary School,,"21 Deanmore Road, KARRINYUP WA 6018",-31.88303000,115.76725000,Scarborough,WA,Full
,Karrinyup Primary School,,"15 Hampton Street, KARRINYUP WA 6018",-31.87046000,115.77588000,Scarborough,WA,None
,Newborough Primary School,,"178 Newborough Street, KARRINYUP WA 6018",-31.88461400,115.78064800,Scarborough,WA,Full
,Scarborough District - Election Day and Early Polling Place,,"B2/488 Scarborough Beach Road, OSBORNE PARK WA 6017",-31.90418054,115.8052355,Scarborough,WA,None
,Scarborough Primary School,,"34 Hinderwell Street, SCARBOROUGH WA 6019",-31.89706200,115.76685600,Scarborough,WA,Full
,Uniting Church - Scarborough,,"121 Northstead Street, SCARBOROUGH WA 6019",-31.89060600,115.77257100,Scarborough,WA,Full
,Coastal Lakes College,,"135 Badgerup Avenue, LAKELANDS WA 6180",-32.46819300,115.76273700,Secret Harbour,WA,Full
,Comet Bay College,,"2 Allatoona Avenue, SECRET HARBOUR WA 6173",-32.41570000,115.76461000,Secret Harbour,WA,Full
,Golden Bay Primary School,,"9 Thundelarra Drive, GOLDEN BAY WA 6174",-32.42313800,115.75968400,Secret Harbour,WA,Full
,Madora Bay Community Hall,,"Orelia Street, MADORA BAY WA 6210",-32.47271500,115.75206600,Secret Harbour,WA,None
,Port Kennedy Primary School,,"1 La Manche Avenue, PORT KENNEDY WA 6172",-32.35881100,115.75581600,Secret Harbour,WA,Full
,Rockingham Lakes Primary School,,"26 Laguardia Loop, PORT KENNEDY WA 6172",-32.35797800,115.76787500,Secret Harbour,WA,Full
,Secret Harbour District - Election Day and Early Polling Place,,"Unit 2/5 Crowley Street, PORT KENNEDY WA 6172",-32.366714,115.7589409,Secret Harbour,WA,None
,Secret Harbour Primary School,,"178 Maratea Parade, SECRET HARBOUR WA 6173",-32.40454500,115.75866700,Secret Harbour,WA,Full
,Singleton Primary School,,"Naval Avenue, SINGLETON WA 6175",-32.43997700,115.75727500,Secret Harbour,WA,Full
,Challenger Reserve Pavillion,,"Challenger Avenue, MANNING WA 6152",-32.01731,115.87424,South Perth,WA,Full
,Collier Primary School,,"17 Hobbs Avenue, COMO WA 6152",-31.99109800,115.87299600,South Perth,WA,Full
,Como Primary School,,"206 Labouchere Road, COMO WA 6152",-31.99662000,115.86160000,South Perth,WA,Full
,John McGrath Pavilion,,"97 Hensman Street, SOUTH PERTH WA 6151",-31.98649500,115.86599700,South Perth,WA,Full
,Kensington Primary School,,"73 Banksia Terrace, KENSINGTON WA 6151",-31.98142000,115.88292500,South Perth,WA,Full
,Manning Primary School,,"60-80 Ley Street, MANNING WA 6152",-32.015423,115.864336,South Perth,WA,Full
,South Perth District - Election Day and Early Polling Place,,"John Hardwick Centre, 19 Pether Road, MANNING WA 6152",-32.010746,115.869245,South Perth,WA,Full
,South Perth Primary School,,"51 Forrest Street, SOUTH PERTH WA 6151",-31.98114500,115.85972400,South Perth,WA,Full
,St Augustine's Church Hall,,"21 Cale Street, COMO WA 6152",-32.00345600,115.86267300,South Perth,WA,None
,Uniting Church - South Perth,,"2 Sandgate Street, SOUTH PERTH WA 6151",-31.98176000,115.86806000,South Perth,WA,Full
,Ashburton Drive Primary School,,"6 Nullagine Way, GOSNELLS WA 6110",-32.08664000,115.98477000,Southern River,WA,Full
,Bletchley Park Primary School,,"Lot 5003 Balfour Street, SOUTHERN RIVER WA 6110",-32.10206000,115.94715000,Southern River,WA,Full
,Caladenia Primary School,,"89 Boardman Road, CANNING VALE WA 6155",-32.07577000,115.93350000,Southern River,WA,Full
,Campbell Primary School,,"161 Comrie Road, CANNING VALE WA 6155",-32.08827000,115.93101000,Southern River,WA,None
,Canning Vale College,,"26 Dumbarton Road, CANNING VALE WA 6155",-32.08287000,115.92209000,Southern River,WA,Full
,Excelsior Primary School,,"63 Shreeve Road, CANNING VALE WA 6155",-32.08154200,115.94288200,Southern River,WA,Full
,Huntingdale Primary School,,"85 Matilda Street, HUNTINGDALE WA 6110",-32.07718600,115.97263700,Southern River,WA,Full
,Southern Grove Primary School,,"34 Lockway Street, SOUTHERN RIVER WA 6110",-32.09931400,115.95920400,Southern River,WA,Full
,Southern River District - Election Day and Early Polling Place,,"Southern River Shopping Centre, 4D/712 Ranford Road, SOUTHERN RIVER WESTERN AUSTRALIA 6110",-32.1044143,115.9358497,Southern River,WA,Full
,Wirrabirra Primary School,,"71 Corfield Street, GOSNELLS WA 6110",-32.07465400,115.98038900,Thornlie,WA,Full
,Anne Hamersley Primary School,,"16 Dunnett Drive, ELLENBROOK WA 6069",-31.74539600,116.00871700,Swan Hills,WA,Full
,Arbor Grove Primary School,,"Brookmount Drive, ELLENBROOK WA 6069",-31.77024600,115.96257100,West Swan,WA,None
,Bullsbrook College,,"207 Chittering Road, BULLSBROOK WA 6084",-31.66158000,116.03378000,Swan Hills,WA,None
,Ellen Stirling Primary School,,"23 Strathmore Parkway, ELLENBROOK WA 6069",-31.77022100,115.97528400,Swan Hills,WA,Full
,Ellenbrook Primary School,,"65 Fortescue Place, ELLENBROOK WA 6069",-31.791765,115.974607,West Swan,WA,None
,Ellenbrook Secondary College,,"100 Main Street, ELLENBROOK WA 6069",-31.78475000,115.96527000,West Swan,WA,None
,Gidgegannup Shire Hall,,"2171 Old Toodyay Road, GIDGEGANNUP WA 6083",-31.79124800,116.20137600,Swan Hills,WA,Full
,Herne Hill Primary School,,"60 Argyle Street, HERNE HILL WA 6056",-31.82956100,116.02365000,Swan Hills,WA,Full
,Malvern Springs Primary School,,"3 Chandala Turn, ELLENBROOK WA 6069",-31.75782400,115.97997100,Swan Hills,WA,None
,Swan Hills District - Election Day and Early Polling Place,,"Unit C/308 The Broadway , ELLENBROOK WA 6069",-31.766823,115.984510,Swan Hills,WA,Full
,Swan Valley Anglican Community School,,"Swanleigh Parade, AVELEY WA 6069",-31.79450000,115.98633000,West Swan,WA,None
,Upper Swan Primary School,,"1204 Great Northern Highway, UPPER SWAN WA 6069",-31.78697000,116.02396000,Swan Hills,WA,None
,Addie Mills Centre,,"2 Astley Street, GOSNELLS WA 6110",-32.07107000,116.00349000,Thornlie,WA,Full
,East Maddington Primary School,,"79 Pitchford Avenue, MADDINGTON WA 6109",-32.05484000,116.00380000,Thornlie,WA,Full
,Forest Crescent Primary School,,"83 Forest Crescent, THORNLIE WA 6108",-32.07609000,115.94922000,Thornlie,WA,Full
,Gosnells Primary School,,"173 Hicks Street, GOSNELLS WA 6110",-32.07738700,116.00311900,Thornlie,WA,None
,Thornlie District - Election Day and Early Polling Place,,"1/2328 Albany Highway, GOSNELLS WA 6110",-32.074282,116.005710,Thornlie,WA,Full
,Thornlie Primary School,,"86 Thornlie Avenue, THORNLIE WA 6108",-32.05349200,115.96515800,Thornlie,WA,Full
,Thornlie Senior High School,,"2 Ovens Road, THORNLIE WA 6108",-32.06503000,115.96006000,Thornlie,WA,None
,Yale Primary School,,"Sage Road, THORNLIE WA 6108",-32.05000700,115.95177200,Thornlie,WA,None
,Yule Brook College,,"61 Dellar Road, MADDINGTON WA 6109",-32.04815000,116.00851000,Thornlie,WA,Full
,Acton Park Hall,,"804 Acton Park Road, ACTON PARK WA 6280",-33.76749100,115.38091000,Vasse,WA,None
,Busselton Primary School,,"23-25 Avocet Boulevard, BUSSELTON WA 6280",-33.64003000,115.37683000,Vasse,WA,Full
,Busselton Senior High School,,"136-156 Bussell Highway, BUSSELTON WA 6280",-33.65734000,115.32464000,Vasse,WA,None
,Churchill Park Hall,,"85 Adelaide Street, BUSSELTON WA 6280",-33.64666200,115.35029000,Vasse,WA,None
,Georgiana Molloy Anglican School,,"2 Hawker Approach, YALYALUP WA 6280",-33.66160000,115.38220000,Vasse,WA,Full
,Naturaliste Community Centre,,"21 Dunsborough Lakes Drive, DUNSBOROUGH WA 6281",-33.62105900,115.10513800,Vasse,WA,Full
,Lady of the Cape Primary School,,"245 Cape Naturaliste Road, DUNSBOROUGH WA 6281",-33.59792600,115.08956500,Vasse,WA,None
,Vasse District - Election Day and Early Polling Place,,"2/38-44 Albert Street, BUSSELTON WA 6280",-33.652157,115.346119,Vasse,WA,Full
,Vasse Primary School,,"17 Kaloorup Road, VASSE WA 6280",-33.6793854,115.2486833,Vasse,WA,None
,West Busselton Primary School,,"11-17 Bower Road, BUSSELTON WA 6280",-33.65457000,115.31450000,Vasse,WA,None
,Yallingup Hall,,"2305 Caves Road, YALLINGUP WA 6282",-33.64654000,115.03425600,Vasse,WA,None
,Bentley Baptist Church,,"59 Chapman Road, BENTLEY WA 6102",-32.00795200,115.91638900,Victoria Park,WA,Full
,Bentley Community Centre,,"Nyamup Way, BENTLEY WA 6102",-32.00991900,115.91012800,Victoria Park,WA,Full
,East Victoria Park Primary School,,"30 Beatty Avenue, EAST VICTORIA PARK WA 6101",-31.97937700,115.90798500,Victoria Park,WA,Full
,Harold Hawthorne Community Centre,,"2 Memorial Avenue, CARLISLE WA 6101",-31.98106200,115.91231800,Victoria Park,WA,Full
,Kent Street Senior High School,,"74 Rathay Street (use Kent Street Entrance) , KENSINGTON WA 6004",-31.986546,115.893337,Victoria Park,WA,Full
,Lathlain Primary School,,"120 Howick Street, LATHLAIN WA 6100",-31.96997300,115.90828000,Victoria Park,WA,Full
,Leisurelife Centre,,"248 Gloucester Street, EAST VICTORIA PARK WA 6101",-31.98387000,115.89903000,Victoria Park,WA,None
,Millen Primary School,,"100 Etwell Street, EAST VICTORIA PARK WA 6101",-31.99754000,115.90233000,Victoria Park,WA,Full
,Swan Village of Care,,"26 Plantation Drive, BENTLEY WA 6102",-32.00381400,115.90087300,Victoria Park,WA,Full
,Wilson Primary School,,"60 Armstrong Road, WILSON WA 6107",-32.01726000,115.91132000,Victoria Park,WA,Full
,Banksia Grove Primary School,,"14 Viridian Drive, BANKSIA GROVE WA 6031",-31.70206000,115.80887000,Wanneroo,WA,None
,Carramar Primary School,,"71 Houghton Drive, CARRAMAR WA 6031",-31.71166000,115.78508000,Wanneroo,WA,None
,Joseph Banks Secondary College,,"40 Joseph Banks Boulevard, BANKSIA GROVE WA 6031",-31.69895900,115.79714700,Wanneroo,WA,None
,Spring Hill Primary School,,"50 Spring Hill Street, TAPPING WA 6065",-31.72371300,115.79189300,Wanneroo,WA,Full
,St Anthony's School,,"7 Servite Terrace, WANNEROO WA 6065",-31.74929000,115.80454000,Wanneroo,WA,Full
,Tapping Primary School,,"87 St Stephens Crescent, TAPPING WA 6065",-31.71530400,115.79272500,Wanneroo,WA,Full
,Wanneroo District - Election Day and Early Polling Place,,"Unit 1/42 Pinnacle Drive, NEERABUP WA 6031",-31.682199,115.7841606,Wanneroo,WA,Full
,Wanneroo Recreation Centre,,"275 Scenic Drive, WANNEROO WA 6065",-31.75362800,115.79499300,Wanneroo,WA,Full
,Wanneroo Secondary College,,"56 Quarkum Street, WANNEROO WA 6065",-31.75772000,115.81400000,Wanneroo,WA,None
,Augusta Community Resource Centre,,"66 Allnutt Terrace, AUGUSTA WA 6290",-34.31411000,115.15629000,Warren-Blackwood,WA,Full
,Boyup Brook Town Hall,,"55 Abel Street, BOYUP BROOK WA 6244",-33.83215200,116.38644100,Warren-Blackwood,WA,Full
,Bridgetown High School,,"58 Steere Street, BRIDGETOWN WA 6255",-33.9606523,116.1412845,Warren-Blackwood,WA,Full
,Cowaramup Primary School,,"24 Waverley Road, COWARAMUP WA 6284",-33.85128100,115.10690600,Warren-Blackwood,WA,Full
,Denmark Recreation Centre,,"Brazier Street, DENMARK WA 6333",-34.96724100,117.35922700,Warren-Blackwood,WA,Full
,East Manjimup Primary School,,"46 O'Connor Street, MANJIMUP WA 6258",-34.24579,116.15079,Warren-Blackwood,WA,None
,Greenbushes Primary School,,"7 Blackwood Road, GREENBUSHES WA 6254",-33.85110000,116.05913000,Warren-Blackwood,WA,None
,Karridale Primary School,,"12612 Bussell Highway, KARRIDALE WA 6288",-34.21807000,115.09600000,Warren-Blackwood,WA,Full
,Manjimup Primary School,,"19 Finch Street, MANJIMUP WA 6258",-34.23407743,116.1359258,Warren-Blackwood,WA,Full
,Nannup RSL Hall,,"7 Cross Street, NANNUP WA 6275",-33.98082696,115.76357721,Warren-Blackwood,WA,None
,Northcliffe District High School,,"26 Zamia Street, NORTHCLIFFE WA 6262",-34.63330000,116.11805000,Warren-Blackwood,WA,None
,Parryville Hall,,"2830 South Coast Highway, PARRYVILLE WA 6333",-34.99210700,117.18792200,Warren-Blackwood,WA,None
,Pemberton Sports Club,,"1 Club Road, PEMBERTON WA 6260",-34.44673000,116.02794000,Warren-Blackwood,WA,None
,Rapids Landing Primary School,,"42 Tonkin Boulevard, MARGARET RIVER WA 6285",-33.963962,115.084347,Warren-Blackwood,WA,Full
,Rosa Brook Hall,,"1230 Rosa Brook Road, ROSA BROOK WA 6285",-33.94040900,115.19790300,Warren-Blackwood,WA,None
,Scotsdale Hall,,"891 Scotsdale Road, SCOTSDALE WA 6333",-34.92911000,117.30160000,Warren-Blackwood,WA,None
,Tingledale Hall,,"976 Valley of the Giants Road, TINGLEDALE WA 6333",-34.95693000,116.88998000,Warren-Blackwood,WA,None
,Walpole Community Centre,,"4 Pier Street, WALPOLE WA 6398",-34.97766300,116.73252300,Warren-Blackwood,WA,Full
,Warren-Blackwood District - Election Day and Early Polling Place - Manjimup,,"Manjimup Town Hall, 37-39 Rose Street, MANJIMUP WA 6258",-34.240853,116.145044,Warren-Blackwood,WA,None
,Warren-Blackwood District - Election Day and Early Polling Place - Margaret River,,"South Regional TAFE - Margaret River Campus, 272 Bussell Highway, MARGARET RIVER WA 6285",-33.957126,115.073706,Warren-Blackwood,WA,None
,Witchcliffe Druids Hall,,"10418 Bussell Highway, WITCHCLIFFE WA 6286",-34.02562300,115.09997800,Warren-Blackwood,WA,None
,Yornup Hall,,"25481 South Western Highway, YORNUP WA 6256",-34.05297000,116.16863000,Warren-Blackwood,WA,None
,Ballajura Community College,,"265 Illawarra Crescent South, BALLAJURA WA 6066",-31.84520000,115.89092000,West Swan,WA,None
,Ballajura Primary School,,"175 Illawarra Crescent South, BALLAJURA WA 6066",-31.83563000,115.89154000,West Swan,WA,None
,Brabham Primary School,,"31 Lakefield Drive, BRABHAM WA 6055",-31.82170508,115.9720304,West Swan,WA,Full
,Caversham Primary School,,"65 Coast Road, WEST SWAN WA 6055",-31.85800900,115.98333100,West Swan,WA,Full
,Dayton Primary School,,"290 Arthur Street, DAYTON WA 6055",-31.85080776,115.9739452,West Swan,WA,Full
,Henley Brook Primary School,,"61 Splendour Avenue, HENLEY BROOK WA 6055",-31.81230927,115.96781,West Swan,WA,Full
,Illawarra Primary School,,"60 Illawarra Crescent North, BALLAJURA WA 6066",-31.82825000,115.88183000,West Swan,WA,None
,South Ballajura Primary School,,"Unit 34/2 Wyperfeld Gardens, BALLAJURA WA 6066",-31.84942000,115.91095700,West Swan,WA,None
,West Swan District - Election Day and Early Polling Place,,"4/63 Oxleigh Drive, MALAGA WA 6066",-31.8471257,115.8855212,West Swan,WA,None
,Cannington and Victoria Park Districts - Election Day and Early Polling Place,,"Cannington Exhibition Centre & Showgrounds, Gate 1, Corner Albany Highway & Station Street , CANNINGTON WA 6107",-32.024396,115.941719,"Cannington, Victoria Park",WA,Full
,Kingsley and Carine Districts - Election Day and Early Polling Place,,"Units A & B, 22 Dugdale Street, WARWICK WA 6024",-31.842623,115.808451,"Kingsley, Carine",WA,None
,Joondalup and Hillarys Districts - Election Day and Early Polling Place,,"3/209 Winton Road, JOONDALUP WA 6027",-31.7484606,115.764524,"Joondalup, Hillarys",WA,None
